,bundle_set,quantity,sub_cat_3_name_en,sku_ready_required_days,packing_box_type,weight,height,length,width,manufacturer_country_en,is_weekend,any_promotion,total_price_range
66485,0,2,Frozen Fish,0,FROZEN,140.0,90,150,30.0,NEW ZEALAND,weekday,0,101-200
66572,0,1,Frozen Fish,0,FROZEN,454.0,100,130,40.0,UNITED STATES OF AMERICA,weekday,0,101-200
69000,0,1,Frozen Fish,0,FROZEN,350.0,100,80,50.0,NEW ZEALAND,weekday,0,< 50
69002,0,1,Frozen Shrimp and Crab,0,FROZEN,800.0,250,140,80.0,DENMARK,weekday,0,401-500
69107,0,1,Frozen Shrimp and Crab,0,FROZEN,200.0,10,360,160.0,VIET NAM,weekday,0,< 50
69815,0,4,Frozen Shrimp and Crab,0,FROZEN,300.0,60,210,140.0,CHINA,weekday,0,101-200
69846,0,2,Frozen Shrimp and Crab,0,FROZEN,90.0,140,140,30.0,JAPAN,weekday,1,< 50
70223,0,1,Frozen Seashell,0,FROZEN,1184.0,73,172,230.0,JAPAN,weekday,0,301-400
71119,0,2,Other Frozen Seafood,0,FROZEN,500.0,200,200,100.0,VIET NAM,weekday,0,101-200
71133,0,1,Other Frozen Seafood,0,FROZEN,350.0,230,180,40.0,TAIWAN,weekday,0,< 50
71216,0,1,Other Frozen Seafood,0,FROZEN,150.0,30,200,100.0,JAPAN,weekday,1,301-400
71249,0,1,Frozen Fish,0,FROZEN,330.0,140,240,50.0,UNITED STATES OF AMERICA,weekday,0,< 50
71581,0,1,Frozen Fish,0,FROZEN,400.0,160,100,100.0,NORWAY,weekday,1,51-100
71674,0,1,Frozen Fish,0,FROZEN,360.0,250,220,30.0,CANADA,weekday,0,< 50
71902,0,1,Frozen Fish,0,FROZEN,500.0,200,150,40.0,VIET NAM,weekday,0,< 50
71928,0,1,Frozen Fish,0,FROZEN,400.0,220,130,30.0,CHINA,weekday,0,< 50
73267,0,1,Frozen Fish,0,FROZEN,210.0,300,110,25.0,CHINA,weekday,0,< 50
73671,0,1,Frozen Fish,0,FROZEN,290.0,250,150,50.0,INDONESIA,weekday,0,< 50
73676,0,1,Frozen Fish,0,FROZEN,300.0,350,200,40.0,NEW ZEALAND,weekday,0,51-100
73750,0,1,Frozen Fish,0,FROZEN,454.0,150,110,35.0,INDONESIA,weekday,0,< 50
74085,0,4,Frozen Fish,0,FROZEN,340.0,310,240,20.0,VIET NAM,weekday,1,101-200
74312,0,1,Frozen Shrimp and Crab,0,FROZEN,120.0,45,80,80.0,KOREA,weekday,0,101-200
74331,0,1,Frozen Shrimp and Crab,0,FROZEN,330.0,220,120,30.0,VIET NAM,weekday,0,< 50
74992,0,1,Frozen Shrimp and Crab,0,FROZEN,200.0,150,150,30.0,CHINA,weekday,0,< 50
75095,0,1,Frozen Seashell,0,FROZEN,120.0,200,50,150.0,CANADA,weekday,0,< 50
76350,0,1,Other Frozen Seafood,0,FROZEN,500.0,150,100,50.0,JAPAN,weekday,0,101-200
76404,0,1,Other Frozen Seafood,0,FROZEN,225.0,50,150,90.0,AUSTRALIA,weekday,1,301-400
76424,0,2,Other Frozen Seafood,0,FROZEN,10.0,100,100,100.0,CHINA,weekday,0,< 50
76693,0,1,Frozen Fish,0,FROZEN,400.0,200,150,50.0,ICELAND,weekday,1,51-100
76696,0,2,Frozen Fish,0,FROZEN,450.0,200,150,40.0,FRANCE,weekday,1,201-300
76699,0,1,Frozen Fish,0,FROZEN,330.0,200,200,200.0,CHINA,weekday,1,51-100
76719,0,1,Frozen Fish,0,FROZEN,350.0,100,100,100.0,UNITED STATES OF AMERICA,weekday,1,< 50
76751,0,2,Frozen Fish,0,FROZEN,400.0,190,140,30.0,CANADA,weekday,1,101-200
76752,0,1,Frozen Fish,0,FROZEN,200.0,20,150,150.0,HONG KONG,weekday,1,< 50
77319,0,1,Frozen Fish,0,FROZEN,350.0,150,100,50.0,VIET NAM,weekday,0,< 50
77404,0,1,Frozen Fish,0,FROZEN,500.0,300,200,50.0,NORWAY,weekday,0,< 50
77425,0,1,Frozen Fish,0,FROZEN,500.0,350,220,50.0,NORWAY,weekday,1,< 50
77472,0,3,Frozen Fish,0,FROZEN,300.0,270,170,30.0,UNITED STATES OF AMERICA,weekday,0,401-500
77485,0,1,Frozen Fish,0,FROZEN,300.0,100,100,80.0,CHILE,weekday,1,101-200
77582,0,1,Frozen Fish,0,FROZEN,800.0,300,240,50.0,CHILE,weekday,1,< 50
77636,0,1,Frozen Fish,0,FROZEN,255.0,150,150,80.0,TAIWAN,weekday,1,< 50
77873,0,1,Frozen Fish,0,FROZEN,120.0,180,120,50.0,KOREA,weekday,1,< 50
77893,0,2,Frozen Fish,0,FROZEN,350.0,5,300,180.0,VIET NAM,weekday,1,101-200
77903,0,1,Frozen Fish,0,FROZEN,500.0,200,200,50.0,SWEDEN,weekday,0,51-100
77980,0,2,Frozen Fish,0,FROZEN,10.0,100,100,100.0,CHINA,weekday,0,101-200
78009,0,1,Frozen Fish,0,FROZEN,300.0,100,150,30.0,NORWAY,weekday,1,< 50
78012,0,1,Frozen Fish,0,FROZEN,170.0,100,100,100.0,CHINA,weekday,1,101-200
78093,0,1,Frozen Fish,0,FROZEN,270.0,300,100,50.0,CHINA,weekday,1,< 50
78200,0,1,Frozen Fish,0,FROZEN,250.0,200,100,50.0,CHINA,weekday,1,< 50
78210,0,1,Frozen Fish,0,FROZEN,850.0,150,150,35.0,JAPAN,weekday,1,201-300
79038,0,1,Frozen Fish,0,FROZEN,400.0,300,250,60.0,AUSTRALIA,weekday,1,201-300
79089,0,1,Frozen Shrimp and Crab,0,FROZEN,1000.0,200,250,180.0,JAPAN,weekday,1,101-200
79105,0,1,Frozen Shrimp and Crab,0,FROZEN,1000.0,300,200,200.0,JAPAN,weekday,1,51-100
79128,0,1,Frozen Shrimp and Crab,0,FROZEN,1000.0,150,100,50.0,VIET NAM,weekday,1,101-200
79141,0,1,Frozen Shrimp and Crab,0,FROZEN,300.0,280,200,90.0,CHINA,weekday,1,101-200
79201,0,1,Frozen Shrimp and Crab,0,FROZEN,420.0,150,250,100.0,KOREA,weekday,0,101-200
79246,0,1,Frozen Shrimp and Crab,0,FROZEN,850.0,250,350,60.0,JAPAN,weekday,1,101-200
79252,0,1,Frozen Shrimp and Crab,0,FROZEN,150.0,200,100,50.0,VIET NAM,weekday,1,< 50
79374,0,1,Frozen Shrimp and Crab,0,FROZEN,100.0,40,110,230.0,JAPAN,weekday,1,51-100
80546,0,1,Frozen Seashell,0,FROZEN,700.0,200,200,50.0,JAPAN,weekday,1,101-200
80551,0,1,Frozen Seashell,0,FROZEN,454.0,200,250,200.0,CANADA,weekday,0,< 50
80972,0,1,Frozen Seashell,0,FROZEN,300.0,160,110,50.0,JAPAN,weekday,0,51-100
81041,0,1,Frozen Seashell,0,FROZEN,200.0,150,150,30.0,CHINA,weekday,1,51-100
81047,0,1,Frozen Seashell,0,FROZEN,120.0,30,230,150.0,CHINA,weekday,1,< 50
81146,0,2,Frozen Seashell,0,FROZEN,500.0,80,80,50.0,CHINA,weekday,0,101-200
81147,0,1,Frozen Seashell,0,FROZEN,500.0,300,200,20.0,CHINA,weekday,1,< 50
81301,0,1,Other Frozen Seafood,0,FROZEN,1000.0,170,235,60.0,AUSTRALIA,weekday,1,301-400
81371,0,2,Other Frozen Seafood,0,FROZEN,150.0,30,200,100.0,JAPAN,weekday,0,501-600
81373,0,1,Other Frozen Seafood,0,FROZEN,900.0,300,200,5.0,SRI LANKA,weekday,1,301-400
81573,0,1,Other Frozen Seafood,0,FROZEN,500.0,60,290,270.0,CHINA,weekday,1,501-600
81590,0,1,Other Frozen Seafood,0,FROZEN,1000.0,300,200,50.0,CHINA,weekday,1,51-100
81593,0,1,Other Frozen Seafood,0,FROZEN,300.0,300,200,50.0,VIET NAM,weekday,1,FREE
81688,0,2,Other Frozen Seafood,0,FROZEN,250.0,300,170,10.0,MALAYSIA,weekday,1,51-100
81720,0,1,Frozen Fish,0,FROZEN,300.0,300,200,60.0,JAPAN,weekday,0,51-100
81771,0,1,Frozen Fish,0,FROZEN,1000.0,250,200,100.0,VIET NAM,weekday,1,101-200
81963,0,2,Frozen Fish,0,FROZEN,160.0,260,120,10.0,JAPAN,weekday,0,51-100
81979,0,1,Frozen Fish,0,FROZEN,120.0,250,150,30.0,AUSTRALIA,weekday,1,101-200
82017,0,1,Frozen Fish,0,FROZEN,500.0,300,180,180.0,JAPAN,weekday,1,51-100
82498,0,2,Frozen Fish,0,FROZEN,80.0,20,190,140.0,JAPAN,weekday,0,51-100
82504,0,1,Frozen Fish,0,FROZEN,1200.0,200,150,70.0,JAPAN,weekday,1,51-100
82752,0,1,Frozen Fish,0,FROZEN,120.0,140,240,50.0,JAPAN,weekday,0,201-300
82801,0,2,Frozen Fish,0,FROZEN,60.0,190,130,20.0,JAPAN,weekday,1,101-200
82840,0,1,Frozen Fish,0,FROZEN,375.0,100,120,30.0,HONG KONG,weekday,1,201-300
83139,0,1,Frozen Fish,0,FROZEN,340.0,100,100,100.0,NORWAY,weekday,1,< 50
83177,0,1,Frozen Fish,0,FROZEN,400.0,100,250,250.0,NEW ZEALAND,weekday,1,< 50
83242,0,1,Frozen Fish,0,FROZEN,320.0,270,200,30.0,FRANCE,weekday,1,101-200
83473,0,1,Frozen Fish,0,FROZEN,440.0,200,100,50.0,NEW ZEALAND,weekday,1,< 50
84336,0,1,Frozen Shrimp and Crab,0,FROZEN,1000.0,350,250,70.0,VIET NAM,weekday,0,101-200
84355,0,1,Frozen Shrimp and Crab,0,FROZEN,350.0,60,250,50.0,RUSSIAN FEDERATION,weekday,1,201-300
84512,0,1,Frozen Shrimp and Crab,0,FROZEN,300.0,200,200,50.0,THAILAND,weekday,1,51-100
84534,0,1,Frozen Shrimp and Crab,0,FROZEN,150.0,100,100,40.0,HONG KONG,weekday,1,< 50
84604,0,1,Frozen Shrimp and Crab,0,FROZEN,250.0,60,210,140.0,CHINA,weekday,0,< 50
84614,0,1,Frozen Shrimp and Crab,0,FROZEN,262.0,50,200,120.0,INDONESIA,weekday,1,51-100
84631,0,1,Frozen Shrimp and Crab,0,FROZEN,300.0,20,250,200.0,THAILAND,weekday,1,< 50
84632,0,1,Frozen Shrimp and Crab,0,FROZEN,440.0,150,300,80.0,THAILAND,weekday,1,51-100
85129,0,1,Frozen Shrimp and Crab,0,FROZEN,250.0,200,250,180.0,THAILAND,weekday,1,< 50
85870,0,4,Frozen Seashell,0,FROZEN,500.0,200,180,100.0,VIET NAM,weekday,0,401-500
85884,0,1,Frozen Seashell,0,FROZEN,1800.0,300,350,200.0,JAPAN,weekday,0,601-700
85956,0,1,Frozen Seashell,0,FROZEN,300.0,165,247,90.0,THAILAND,weekday,1,< 50
86305,0,1,Frozen Seashell,0,FROZEN,1000.0,230,175,60.0,AUSTRALIA,weekday,1,401-500
86365,0,1,Frozen Seashell,0,FROZEN,1000.0,5,320,220.0,VIET NAM,weekday,1,< 50
86601,0,1,Other Frozen Seafood,0,FROZEN,270.0,100,100,100.0,THAILAND,weekday,1,< 50
86893,0,1,Other Frozen Seafood,0,FROZEN,360.0,180,200,110.0,CANADA,weekday,0,101-200
86920,0,1,Other Frozen Seafood,0,FROZEN,400.0,100,200,30.0,CHINA,weekday,0,< 50
87044,0,1,Frozen Fish,0,FROZEN,600.0,150,150,50.0,MALAYSIA,weekday,0,< 50
87736,0,3,Frozen Fish,0,FROZEN,300.0,200,370,80.0,VIET NAM,weekday,1,51-100
87943,0,2,Frozen Fish,0,FROZEN,60.0,190,130,20.0,JAPAN,weekday,0,101-200
87951,0,2,Frozen Fish,0,FROZEN,60.0,190,120,20.0,JAPAN,weekday,0,< 50
88031,0,1,Frozen Fish,0,FROZEN,140.0,200,150,30.0,TAIWAN,weekday,1,101-200
88107,0,1,Frozen Fish,0,FROZEN,600.0,150,300,200.0,CHINA,weekday,0,101-200
88108,0,1,Frozen Fish,0,FROZEN,450.0,60,210,140.0,GREENLAND,weekday,0,51-100
88175,0,1,Frozen Fish,0,FROZEN,300.0,250,200,50.0,UNITED STATES OF AMERICA,weekday,0,101-200
88189,0,1,Frozen Fish,0,FROZEN,350.0,100,150,50.0,INDONESIA,weekday,0,< 50
88335,0,1,Frozen Fish,0,FROZEN,201.0,200,100,50.0,CHINA,weekday,0,< 50
88336,0,1,Frozen Fish,0,FROZEN,200.0,200,200,100.0,CHINA,weekday,1,< 50
89141,0,1,Frozen Shrimp and Crab,0,FROZEN,3800.0,370,440,90.0,NORWAY,weekday,0,601-700
89191,0,1,Frozen Shrimp and Crab,0,FROZEN,2000.0,300,350,80.0,ARGENTINA,weekday,0,201-300
89277,0,1,Frozen Shrimp and Crab,0,FROZEN,200.0,200,30,150.0,VIET NAM,weekday,1,< 50
89611,0,2,Frozen Shrimp and Crab,0,FROZEN,231.0,150,150,32.0,CANADA,weekday,1,< 50
90180,0,2,Frozen Seashell,0,FROZEN,150.0,220,180,50.0,JAPAN,weekday,0,201-300
90182,0,1,Frozen Seashell,0,FROZEN,27.0,300,100,30.0,CHINA,weekday,1,101-200
90226,0,1,Frozen Seashell,0,FROZEN,400.0,50,250,150.0,AUSTRALIA,weekday,1,101-200
90558,0,1,Other Frozen Seafood,0,FROZEN,440.0,180,200,120.0,CANADA,weekday,0,301-400
90564,0,1,Other Frozen Seafood,0,FROZEN,1000.0,65,220,165.0,CHINA/JAPAN,weekday,1,101-200
90565,0,2,Other Frozen Seafood,0,FROZEN,10.0,100,100,100.0,CHINA,weekday,1,51-100
90567,0,1,Other Frozen Seafood,0,FROZEN,1000.0,230,180,50.0,JAPAN,weekday,0,201-300
90728,0,2,Frozen Fish,0,FROZEN,440.0,140,100,60.0,NEW ZEALAND,weekday,0,101-200
90751,0,1,Frozen Fish,0,FROZEN,600.0,200,200,40.0,INDONESIA,weekday,1,51-100
90922,0,1,Frozen Fish,0,FROZEN,500.0,200,250,180.0,OTHERS,weekday,1,< 50
90926,0,1,Frozen Fish,0,FROZEN,400.0,200,250,180.0,CANADA,weekday,1,< 50
90933,0,1,Frozen Fish,0,FROZEN,200.0,320,140,20.0,JAPAN,weekday,0,201-300
90935,0,2,Frozen Fish,0,FROZEN,350.0,200,150,30.0,NORWAY,weekday,1,51-100
90967,0,2,Frozen Fish,0,FROZEN,200.0,300,180,180.0,CHINA,weekday,1,51-100
90998,0,1,Frozen Fish,0,FROZEN,450.0,78,120,80.0,CHINA,weekday,0,< 50
91000,0,1,Frozen Fish,0,FROZEN,200.0,150,130,30.0,SINGAPORE,weekday,1,< 50
91914,0,1,Frozen Fish,0,FROZEN,100.0,150,90,30.0,UNITED STATES OF AMERICA,weekday,1,< 50
92016,0,1,Frozen Fish,0,FROZEN,300.0,300,230,40.0,NEW ZEALAND,weekday,1,< 50
92123,0,1,Frozen Fish,0,FROZEN,350.0,300,200,60.0,CHINA,weekday,1,< 50
92163,0,1,Frozen Fish,0,FROZEN,500.0,100,55,60.0,NORWAY,weekday,0,< 50
92250,0,1,Frozen Fish,0,FROZEN,1000.0,300,350,200.0,VIET NAM,weekday,1,< 50
92277,0,1,Frozen Fish,0,FROZEN,690.0,300,350,200.0,JAPAN / TAIWAN,weekday,1,401-500
92344,0,5,Frozen Fish,0,FROZEN,250.0,250,150,50.0,HOLLAND,weekday,1,201-300
92504,0,1,Frozen Fish,0,FROZEN,120.0,220,150,50.0,UNITED KINGDOM,weekday,1,51-100
92505,0,1,Frozen Fish,0,FROZEN,850.0,60,350,150.0,CHINA/JAPAN,weekday,1,101-200
92536,0,1,Frozen Fish,0,FROZEN,500.0,200,300,30.0,HONG KONG,weekday,1,201-300
92584,0,1,Frozen Fish,0,FROZEN,250.0,120,200,50.0,NORWAY,weekday,1,< 50
92726,0,2,Frozen Fish,0,FROZEN,270.0,100,150,50.0,CHINA,weekday,0,< 50
92734,0,1,Frozen Fish,0,FROZEN,480.0,100,200,50.0,NEW ZEALAND,weekday,1,51-100
92785,0,2,Frozen Fish,0,FROZEN,300.0,300,150,50.0,AUSTRALIA,weekday,0,101-200
92791,0,3,Frozen Fish,0,FROZEN,300.0,250,200,30.0,TAIWAN,weekday,0,101-200
92809,0,1,Frozen Fish,0,FROZEN,280.0,130,100,20.0,CHINA,weekday,0,< 50
92966,0,1,Frozen Fish,0,FROZEN,400.0,100,50,50.0,NORWAY,weekday,1,< 50
92971,0,1,Frozen Fish,0,FROZEN,360.0,175,200,30.0,CHINA,weekday,0,101-200
93056,0,1,Frozen Fish,0,FROZEN,250.0,300,200,30.0,CHINA,weekday,1,< 50
94239,0,2,Frozen Shrimp and Crab,0,FROZEN,200.0,250,120,20.0,VIET NAM,weekday,0,< 50
94293,0,1,Frozen Shrimp and Crab,0,FROZEN,1000.0,270,170,45.0,OTHERS,weekday,1,101-200
94294,0,1,Frozen Shrimp and Crab,0,FROZEN,300.0,50,200,200.0,CANADA,weekday,0,101-200
94298,0,1,Frozen Shrimp and Crab,0,FROZEN,225.0,280,200,90.0,THAILAND,weekday,1,51-100
94449,0,1,Frozen Shrimp and Crab,0,FROZEN,2000.0,350,250,100.0,ARGENTINA,weekday,1,301-400
94476,0,1,Frozen Shrimp and Crab,0,FROZEN,300.0,200,170,40.0,VIET NAM,weekday,1,51-100
94493,0,1,Frozen Shrimp and Crab,0,FROZEN,454.0,200,200,200.0,THAILAND,weekday,1,201-300
94565,0,1,Frozen Shrimp and Crab,0,FROZEN,240.0,220,270,50.0,TAIWAN,weekday,1,< 50
94590,0,1,Frozen Shrimp and Crab,0,FROZEN,500.0,370,240,80.0,THAILAND,weekday,1,51-100
95945,0,1,Frozen Seashell,0,FROZEN,120.0,100,280,30.0,CHINA,weekday,1,51-100
95946,0,1,Frozen Seashell,0,FROZEN,500.0,300,200,100.0,VIET NAM,weekday,0,101-200
95961,0,1,Frozen Seashell,0,FROZEN,1100.0,250,200,100.0,CANADA,weekday,1,501-600
96629,0,1,Frozen Seashell,0,FROZEN,600.0,130,70,10.0,TAIWAN,weekday,1,< 50
96641,0,1,Frozen Seashell,0,FROZEN,1000.0,300,200,80.0,JAPAN,weekday,0,101-200
96651,0,1,Frozen Seashell,0,FROZEN,1000.0,185,160,80.0,NEW ZEALAND,weekday,0,51-100
96658,0,1,Frozen Seashell,0,FROZEN,454.0,250,210,50.0,CHILE,weekday,1,< 50
96711,0,1,Frozen Seashell,0,FROZEN,1000.0,220,170,80.0,NEW ZEALAND,weekday,1,101-200
97112,0,1,Other Frozen Seafood,0,FROZEN,180.0,120,200,20.0,CANADA,weekday,0,< 50
97113,0,1,Other Frozen Seafood,0,FROZEN,500.0,280,175,30.0,THAILAND,weekday,1,< 50
97115,0,1,Other Frozen Seafood,0,FROZEN,360.0,240,220,40.0,KOREA,weekday,1,< 50
97129,0,1,Other Frozen Seafood,0,FROZEN,250.0,100,100,100.0,INDONESIA,weekday,1,< 50
97131,0,1,Other Frozen Seafood,0,FROZEN,300.0,100,100,100.0,CHINA,weekday,1,< 50
97138,0,1,Other Frozen Seafood,0,FROZEN,160.0,250,130,20.0,CHINA,weekday,1,< 50
97214,0,1,Other Frozen Seafood,0,FROZEN,680.0,200,250,30.0,KOREA,weekday,1,< 50
97216,0,1,Other Frozen Seafood,0,FROZEN,250.0,100,100,80.0,CHINA,weekday,1,301-400
97218,0,1,Other Frozen Seafood,0,FROZEN,200.0,300,350,200.0,CHILE,weekday,0,101-200
97537,0,1,Other Frozen Seafood,0,FROZEN,215.0,30,180,180.0,HONG KONG,weekday,1,51-100
97580,1,8,Other Frozen Seafood,0,FROZEN,262.0,24,100,60.0,THAILAND,weekday,1,101-200
97712,0,1,Frozen Fish,0,FROZEN,250.0,280,170,30.0,CHINA,weekend,0,FREE
97731,0,1,Frozen Fish,0,FROZEN,480.0,300,200,40.0,CHINA,weekend,0,< 50
97737,0,1,Frozen Fish,0,FROZEN,400.0,250,150,50.0,INDONESIA,weekend,0,< 50
97740,0,1,Frozen Fish,0,FROZEN,454.0,150,110,35.0,INDONESIA,weekend,0,< 50
97741,0,2,Frozen Fish,0,FROZEN,220.0,200,200,40.0,AUSTRALIA,weekend,0,101-200
97745,0,1,Frozen Fish,0,FROZEN,300.0,250,150,50.0,INDONESIA,weekend,0,< 50
97746,0,1,Frozen Fish,0,FROZEN,300.0,200,150,30.0,INDONESIA,weekend,0,< 50
97748,0,1,Frozen Fish,0,FROZEN,400.0,250,150,50.0,INDONESIA,weekend,0,< 50
97762,0,2,Frozen Fish,0,FROZEN,220.0,300,210,30.0,JAPAN,weekend,0,501-600
97775,0,2,Frozen Fish,0,FROZEN,500.0,200,150,40.0,VIET NAM,weekend,0,101-200
97776,0,2,Frozen Fish,0,FROZEN,500.0,270,170,30.0,NORWAY,weekend,0,101-200
97784,0,2,Frozen Fish,0,FROZEN,340.0,100,100,100.0,CHINA,weekend,0,51-100
97791,0,1,Frozen Fish,0,FROZEN,200.0,220,100,30.0,CHINA,weekend,0,< 50
97794,0,1,Frozen Fish,0,FROZEN,200.0,220,100,30.0,CHINA,weekend,0,FREE
97797,0,1,Frozen Fish,0,FROZEN,450.0,60,130,85.0,CHINA,weekend,0,< 50
98260,0,1,Frozen Fish,0,CHILL,55.0,20,190,140.0,JAPAN,weekend,0,< 50
98274,0,4,Frozen Fish,0,FROZEN,140.0,310,220,10.0,HONG KONG,weekend,0,101-200
98352,0,2,Frozen Fish,0,FROZEN,1500.0,300,200,150.0,NORWAY,weekend,0,101-200
98353,0,1,Frozen Fish,0,FROZEN,250.0,250,50,150.0,NORWAY,weekend,0,51-100
98359,0,1,Frozen Fish,0,FROZEN,180.0,300,80,20.0,CHINA,weekend,0,51-100
98373,0,1,Frozen Fish,0,FROZEN,60.0,190,130,20.0,JAPAN,weekend,0,51-100
98374,0,1,Frozen Fish,0,FROZEN,60.0,190,120,20.0,JAPAN,weekend,1,< 50
98375,0,1,Frozen Fish,0,FROZEN,60.0,190,130,20.0,JAPAN,weekend,0,51-100
98380,0,1,Frozen Fish,0,FROZEN,320.0,120,100,30.0,HONG KONG,weekend,0,101-200
98385,0,1,Frozen Fish,0,FROZEN,450.0,100,120,30.0,HONG KONG,weekend,0,201-300
98387,0,2,Frozen Fish,0,FROZEN,400.0,30,300,235.0,CHILE,weekend,0,101-200
98424,0,1,Frozen Fish,0,FROZEN,250.0,250,150,50.0,HOLLAND,weekend,0,< 50
98434,0,1,Frozen Fish,0,FROZEN,350.0,300,250,50.0,TAIWAN,weekend,0,< 50
98464,0,1,Frozen Fish,0,FROZEN,200.0,210,140,30.0,SINGAPORE,weekend,0,< 50
98474,0,1,Frozen Fish,0,FROZEN,360.0,100,100,100.0,GREENLAND,weekend,0,< 50
98476,0,1,Frozen Fish,0,FROZEN,500.0,50,300,300.0,CHINA,weekend,0,101-200
98492,0,1,Frozen Fish,0,FROZEN,360.0,250,220,30.0,CANADA,weekend,0,< 50
98495,0,1,Frozen Fish,0,FROZEN,10.0,100,100,100.0,UNITED KINGDOM,weekend,0,< 50
98524,0,1,Frozen Fish,0,FROZEN,280.0,130,100,20.0,CHINA,weekend,0,< 50
98529,0,1,Frozen Fish,0,FROZEN,350.0,150,120,30.0,CHINA,weekend,0,< 50
98631,0,1,Frozen Fish,0,FROZEN,300.0,240,180,40.0,INDONESIA,weekend,0,< 50
98646,0,1,Frozen Fish,0,FROZEN,280.0,290,220,20.0,VIET NAM,weekend,0,< 50
98660,0,2,Frozen Fish,0,FROZEN,681.0,200,150,60.0,VIET NAM,weekend,0,51-100
99324,0,2,Frozen Fish,0,FROZEN,240.0,100,60,20.0,FRANCE,weekend,0,301-400
99335,0,1,Frozen Shrimp and Crab,0,FROZEN,200.0,290,150,30.0,OTHERS,weekend,0,< 50
99338,0,1,Frozen Shrimp and Crab,0,FROZEN,270.0,260,200,30.0,THAILAND,weekend,0,< 50
99340,0,1,Frozen Shrimp and Crab,0,FROZEN,1000.0,200,250,180.0,OTHERS,weekend,0,101-200
99342,0,2,Frozen Shrimp and Crab,0,FROZEN,500.0,200,200,200.0,CHINA,weekend,0,901-1000
99343,0,1,Frozen Shrimp and Crab,0,FROZEN,330.0,220,120,30.0,VIET NAM,weekend,0,< 50
99424,0,2,Frozen Shrimp and Crab,0,FROZEN,200.0,200,150,40.0,MALAYSIA,weekend,0,< 50
99439,0,1,Frozen Shrimp and Crab,0,FROZEN,850.0,45,270,205.0,CHINA,weekend,1,51-100
99451,0,2,Frozen Shrimp and Crab,0,FROZEN,500.0,55,225,170.0,JAPAN,weekend,0,301-400
99454,0,1,Frozen Shrimp and Crab,0,FROZEN,150.0,150,250,250.0,JAPAN,weekend,0,< 50
99457,0,2,Frozen Shrimp and Crab,0,FROZEN,1000.0,50,300,200.0,VIET NAM,weekend,0,401-500
99459,0,1,Frozen Shrimp and Crab,0,FROZEN,330.0,50,270,210.0,THAILAND,weekend,0,< 50
99461,0,2,Frozen Shrimp and Crab,0,FROZEN,30.0,200,150,100.0,THAILAND,weekend,0,51-100
99623,0,2,Frozen Shrimp and Crab,0,FROZEN,500.0,180,270,40.0,VIET NAM,weekend,0,101-200
99628,0,1,Frozen Shrimp and Crab,0,FROZEN,1000.0,260,200,70.0,CHINA,weekend,0,101-200
99735,0,1,Frozen Shrimp and Crab,0,FROZEN,231.0,150,150,32.0,CANADA,weekend,0,< 50
99918,0,1,Frozen Seashell,0,FROZEN,300.0,200,100,50.0,AUSTRALIA,weekend,0,101-200
99920,0,1,Frozen Seashell,0,FROZEN,454.0,200,250,200.0,CANADA,weekend,0,< 50
100272,0,1,Frozen Seashell,0,FROZEN,1000.0,200,200,50.0,NEW ZEALAND,weekend,0,101-200
100276,0,1,Frozen Seashell,0,FROZEN,1000.0,260,190,40.0,JAPAN,weekend,0,101-200
100287,0,1,Frozen Seashell,0,FROZEN,454.0,250,210,50.0,CHILE,weekend,1,< 50
100298,0,1,Frozen Seashell,0,FROZEN,500.0,210,110,140.0,CANADA,weekend,0,< 50
100300,0,2,Frozen Seashell,0,FROZEN,1000.0,5,320,220.0,VIET NAM,weekend,1,101-200
100302,0,2,Frozen Seashell,0,FROZEN,160.0,200,100,20.0,JAPAN,weekend,1,51-100
100525,0,1,Other Frozen Seafood,0,FROZEN,350.0,250,170,60.0,THAILAND,weekend,0,51-100
100535,0,1,Other Frozen Seafood,0,FROZEN,300.0,200,180,200.0,VIET NAM,weekend,0,< 50
100536,0,3,Other Frozen Seafood,0,FROZEN,500.0,280,175,30.0,THAILAND,weekend,1,101-200
100577,0,1,Other Frozen Seafood,0,FROZEN,300.0,200,100,100.0,CHINA,weekend,0,< 50
100578,0,1,Other Frozen Seafood,0,FROZEN,120.0,180,180,80.0,JAPAN,weekend,0,< 50
100605,0,1,Other Frozen Seafood,0,FROZEN,250.0,20,340,230.0,CHINA,weekend,0,301-400
100609,0,1,Other Frozen Seafood,0,FROZEN,200.0,25,160,150.0,JAPAN,weekend,0,101-200
100610,0,1,Other Frozen Seafood,0,FROZEN,300.0,30,300,180.0,THAILAND,weekend,0,101-200
100611,0,2,Other Frozen Seafood,0,FROZEN,300.0,30,300,180.0,CHINA,weekend,0,301-400
100612,0,1,Other Frozen Seafood,0,FROZEN,220.0,180,200,75.0,CANADA,weekend,0,101-200
100613,0,2,Other Frozen Seafood,0,FROZEN,225.0,200,150,30.0,VIET NAM,weekend,0,101-200
100614,0,1,Other Frozen Seafood,0,FROZEN,454.0,250,180,30.0,CANADA,weekend,0,< 50
100616,0,1,Other Frozen Seafood,0,FROZEN,226.0,257,175,30.0,BRAZIL,weekend,0,101-200
100620,0,2,Other Frozen Seafood,0,FROZEN,170.0,150,150,150.0,CHINA,weekend,0,101-200
100621,0,1,Other Frozen Seafood,0,FROZEN,200.0,140,140,140.0,CHINA,weekend,0,51-100
