,bundle_set,quantity,sub_cat_3_name_en,sku_ready_required_days,packing_box_type,weight,height,length,width,manufacturer_country_en,is_weekend,any_promotion,total_price_range
52657,0,1,Frozen Fish,0,FROZEN,350.0,200,370,80.0,TAIWAN,weekend,0,FREE
52658,0,1,Frozen Fish,0,FROZEN,100.0,270,120,30.0,CHINA,weekend,0,< 50
52659,0,1,Frozen Fish,0,FROZEN,400.0,220,130,30.0,CHINA,weekend,0,< 50
52689,0,3,Frozen Fish,0,FROZEN,160.0,35,90,90.0,CHINA,weekend,0,< 50
52694,0,1,Frozen Fish,0,FROZEN,120.0,8,170,130.0,CHINA,weekend,0,< 50
52704,0,1,Frozen Fish,0,FROZEN,166.0,22,120,100.0,OTHERS,weekend,0,FREE
52734,0,2,Frozen Fish,0,FROZEN,500.0,100,60,30.0,VIET NAM,weekend,0,101-200
52743,0,2,Frozen Fish,0,FROZEN,200.0,150,120,10.0,CHINA,weekend,0,101-200
52749,0,1,Frozen Fish,0,FROZEN,250.0,160,100,100.0,CHINA,weekend,0,< 50
52765,0,1,Frozen Fish,0,FROZEN,400.0,50,300,200.0,OTHERS,weekend,1,51-100
52778,0,1,Frozen Fish,0,FROZEN,650.0,250,150,80.0,JAPAN,weekend,0,101-200
52783,0,1,Frozen Fish,0,FROZEN,300.0,270,170,40.0,UNITED STATES OF AMERICA,weekend,0,< 50
52785,0,1,Frozen Fish,0,FROZEN,1000.0,200,350,30.0,UNITED STATES OF AMERICA,weekend,0,101-200
52787,0,1,Frozen Fish,0,FROZEN,200.0,100,100,80.0,CHILE,weekend,0,51-100
52788,0,1,Frozen Fish,0,FROZEN,125.0,100,80,40.0,VIET NAM,weekend,0,< 50
52789,0,2,Frozen Fish,0,FROZEN,350.0,180,150,50.0,ICELAND,weekend,0,101-200
52796,0,1,Frozen Fish,0,FROZEN,350.0,180,200,100.0,JAPAN,weekend,0,< 50
52806,0,1,Frozen Fish,0,FROZEN,340.0,250,150,50.0,INDONESIA,weekend,1,< 50
52808,0,1,Frozen Fish,0,FROZEN,700.0,300,200,80.0,HONG KONG,weekend,0,101-200
52809,0,1,Frozen Fish,0,FROZEN,600.0,130,100,30.0,HONG KONG,weekend,0,201-300
52810,0,1,Frozen Fish,0,FROZEN,205.0,200,150,50.0,HONG KONG,weekend,0,101-200
52811,0,1,Frozen Fish,0,FROZEN,135.0,20,210,170.0,CANADA,weekend,1,< 50
52812,0,4,Frozen Fish,0,FROZEN,320.0,50,250,150.0,CANADA,weekend,1,201-300
52815,0,1,Frozen Fish,0,FROZEN,350.0,30,220,120.0,NORWAY,weekend,1,< 50
52816,0,1,Frozen Fish,0,FROZEN,400.0,30,340,220.0,VIET NAM,weekend,1,< 50
52817,0,2,Frozen Fish,0,FROZEN,250.0,200,150,30.0,JAPAN,weekend,0,101-200
52818,0,1,Frozen Fish,0,FROZEN,188.0,200,100,100.0,TAIWAN,weekend,1,FREE
52821,0,1,Frozen Fish,0,FROZEN,350.0,250,180,50.0,HONG KONG,weekend,0,< 50
52852,0,1,Frozen Fish,0,FROZEN,310.0,150,150,80.0,TAIWAN,weekend,1,< 50
52862,0,1,Frozen Fish,0,FROZEN,255.0,150,150,80.0,TAIWAN,weekend,1,< 50
52900,0,1,Frozen Fish,0,FROZEN,950.0,40,170,200.0,JAPAN,weekend,0,201-300
52909,0,1,Frozen Fish,0,FROZEN,100.0,5,255,170.0,SCOTLAND,weekend,0,< 50
52921,0,3,Frozen Fish,0,FROZEN,140.0,100,100,100.0,NEW ZEALAND,weekend,0,201-300
52924,0,1,Frozen Fish,0,FROZEN,350.0,100,100,100.0,GREENLAND,weekend,0,51-100
52926,0,1,Frozen Fish,0,FROZEN,300.0,190,240,20.0,UNITED STATES OF AMERICA,weekend,1,101-200
52927,0,1,Frozen Fish,0,FROZEN,200.0,200,300,30.0,HONG KONG,weekend,0,101-200
52933,0,1,Frozen Fish,0,FROZEN,480.0,155,200,55.0,NEW ZEALAND,weekend,0,51-100
52937,0,1,Frozen Fish,0,FROZEN,300.0,40,230,165.0,MALAYSIA,weekend,1,< 50
52942,0,1,Frozen Fish,0,FROZEN,170.0,100,100,100.0,INDONESIA,weekend,0,< 50
52958,0,2,Frozen Fish,0,FROZEN,500.0,130,75,20.0,NORWAY,weekend,0,201-300
52959,0,1,Frozen Fish,0,FROZEN,500.0,100,55,60.0,NORWAY,weekend,1,< 50
52964,0,1,Frozen Fish,0,FROZEN,400.0,330,195,20.0,INDONESIA,weekend,0,< 50
52967,0,1,Frozen Fish,0,FROZEN,350.0,100,150,50.0,INDONESIA,weekend,0,< 50
52968,0,2,Frozen Fish,0,FROZEN,300.0,100,150,30.0,NORWAY,weekend,0,51-100
52970,0,10,Frozen Fish,0,FROZEN,180.0,100,100,100.0,TAIWAN,weekend,0,1001-1100
52974,0,1,Frozen Fish,0,FROZEN,400.0,200,130,50.0,BRUNEI DARUSSALAM,weekend,0,51-100
52989,0,2,Frozen Fish,0,FROZEN,240.0,130,100,20.0,TAIWAN,weekend,0,< 50
53035,0,2,Frozen Fish,0,FROZEN,422.0,36,195,224.0,US,weekend,0,101-200
53090,0,1,Frozen Fish,0,FROZEN,300.0,250,300,200.0,JAPAN,weekend,1,< 50
53091,0,1,Frozen Fish,0,FROZEN,480.0,200,250,180.0,NORWAY,weekend,0,101-200
53094,0,1,Frozen Fish,0,FROZEN,130.0,100,100,50.0,JAPAN,weekend,1,< 50
53097,0,1,Frozen Fish,0,FROZEN,300.0,150,100,50.0,NORWAY,weekend,0,< 50
53098,0,1,Frozen Fish,0,FROZEN,500.0,300,200,80.0,CHINA,weekend,0,< 50
53099,0,1,Frozen Fish,0,FROZEN,201.0,200,100,50.0,CHINA,weekend,0,< 50
53100,0,1,Frozen Fish,0,FROZEN,600.0,280,210,35.0,VIET NAM,weekend,0,< 50
53106,0,6,Frozen Fish,0,FROZEN,180.0,60,180,80.0,NORWAY,weekend,0,201-300
53108,0,1,Frozen Fish,0,FROZEN,300.0,250,200,20.0,CHINA,weekend,0,< 50
53109,0,2,Frozen Fish,0,FROZEN,300.0,30,280,200.0,UNITED STATES OF AMERICA,weekend,0,101-200
53111,0,1,Frozen Fish,0,FROZEN,635.0,300,300,30.0,CHINA,weekend,0,51-100
53112,0,1,Frozen Fish,0,FROZEN,200.0,100,100,20.0,CHINA,weekend,0,< 50
53121,0,1,Frozen Fish,0,FROZEN,250.0,300,200,30.0,CHINA,weekend,0,< 50
53160,0,1,Frozen Fish,0,FROZEN,220.0,390,190,30.0,CHINA,weekend,1,< 50
53161,0,1,Frozen Fish,0,FROZEN,420.0,250,200,25.0,CHILE,weekend,1,< 50
53179,0,1,Frozen Fish,1,FROZEN,320.0,120,180,30.0,CHINA,weekend,0,< 50
53807,0,1,Frozen Fish,0,FROZEN,220.0,300,250,60.0,AUSTRALIA,weekend,0,101-200
53808,0,1,Frozen Fish,0,FROZEN,400.0,300,250,60.0,AUSTRALIA,weekend,0,201-300
53810,0,1,Frozen Fish,0,FROZEN,300.0,260,220,40.0,BRAZIL,weekend,0,< 50
53820,0,1,Frozen Fish,0,FROZEN,230.0,140,40,30.0,CHINA,weekend,0,< 50
53827,0,1,Frozen Shrimp and Crab,0,FROZEN,300.0,250,150,60.0,THAILAND,weekend,1,101-200
53832,0,1,Frozen Shrimp and Crab,0,FROZEN,700.0,200,200,50.0,MYANMAR,weekend,0,101-200
53835,0,1,Frozen Shrimp and Crab,0,FROZEN,300.0,260,200,40.0,INDONESIA,weekend,0,51-100
53838,0,1,Frozen Shrimp and Crab,0,FROZEN,120.0,45,80,80.0,KOREA,weekend,1,101-200
53840,0,1,Frozen Shrimp and Crab,0,FROZEN,300.0,20,160,270.0,CHINA,weekend,0,301-400
53841,0,1,Frozen Shrimp and Crab,0,FROZEN,200.0,200,150,35.0,THAILAND,weekend,0,< 50
53857,0,2,Frozen Shrimp and Crab,0,FROZEN,1000.0,270,170,45.0,OTHERS,weekend,0,201-300
53858,0,1,Frozen Shrimp and Crab,0,FROZEN,150.0,280,200,90.0,CHINA,weekend,0,51-100
53919,0,1,Frozen Shrimp and Crab,0,FROZEN,1000.0,100,100,100.0,JAPAN,weekend,0,201-300
53923,0,1,Frozen Shrimp and Crab,0,FROZEN,240.0,70,70,30.0,INDIA,weekend,1,< 50
53925,0,1,Frozen Shrimp and Crab,0,FROZEN,400.0,100,100,100.0,SPAIN,weekend,0,701-800
53926,0,1,Frozen Shrimp and Crab,0,FROZEN,750.0,400,300,50.0,CHINA,weekend,0,51-100
53928,0,1,Frozen Shrimp and Crab,0,FROZEN,170.0,300,30,150.0,VIET NAM,weekend,0,< 50
53929,0,1,Frozen Shrimp and Crab,0,FROZEN,500.0,270,170,30.0,THAILAND,weekend,0,< 50
53937,0,1,Frozen Shrimp and Crab,0,FROZEN,150.0,100,100,40.0,HONG KONG,weekend,0,< 50
53938,0,1,Frozen Shrimp and Crab,0,FROZEN,227.0,150,200,60.0,VIET NAM,weekend,0,< 50
53939,0,1,Frozen Shrimp and Crab,0,FROZEN,280.0,150,100,80.0,AUSTRALIA,weekend,0,51-100
53941,0,1,Frozen Shrimp and Crab,0,FROZEN,600.0,100,150,70.0,KOREA,weekend,0,< 50
53942,0,2,Frozen Shrimp and Crab,0,FROZEN,170.0,200,100,70.0,INDONESIA,weekend,1,101-200
53944,0,1,Frozen Shrimp and Crab,0,FROZEN,400.0,50,250,180.0,THAILAND,weekend,1,< 50
53945,0,1,Frozen Shrimp and Crab,0,FROZEN,300.0,40,250,190.0,VIET NAM,weekend,0,< 50
53953,0,2,Frozen Shrimp and Crab,0,FROZEN,180.0,200,100,80.0,ARGENTINA,weekend,0,101-200
53954,0,1,Frozen Shrimp and Crab,0,FROZEN,270.0,20,230,200.0,THAILAND,weekend,0,< 50
53957,0,1,Frozen Shrimp and Crab,0,FROZEN,240.0,220,270,50.0,TAIWAN,weekend,1,< 50
53959,0,1,Frozen Shrimp and Crab,0,FROZEN,240.0,220,270,50.0,TAIWAN,weekend,1,< 50
53960,0,1,Frozen Shrimp and Crab,0,FROZEN,240.0,220,270,50.0,TAIWAN,weekend,1,< 50
53961,0,1,Frozen Shrimp and Crab,0,FROZEN,170.0,40,185,10.0,INDONESIA,weekend,0,51-100
53962,0,1,Frozen Shrimp and Crab,0,FROZEN,170.0,170,120,50.0,INDONESIA,weekend,0,< 50
53964,0,1,Frozen Shrimp and Crab,0,FROZEN,1000.0,265,145,65.0,VIET NAM,weekend,0,101-200
53966,0,1,Frozen Shrimp and Crab,0,FROZEN,120.0,100,150,50.0,HONG KONG,weekend,0,< 50
53968,0,1,Frozen Shrimp and Crab,0,FROZEN,700.0,220,155,50.0,KOREA,weekend,0,101-200
54083,0,1,Frozen Shrimp and Crab,0,FROZEN,130.0,100,50,50.0,KOREA,weekend,0,101-200
54093,0,3,Frozen Shrimp and Crab,0,FROZEN,1000.0,190,270,50.0,MALAYSIA,weekend,0,301-400
54337,0,2,Frozen Shrimp and Crab,0,FROZEN,190.0,200,80,70.0,BRAZIL,weekend,0,201-300
54373,0,2,Frozen Shrimp and Crab,0,FROZEN,900.0,320,200,50.0,CHINA,weekend,0,101-200
54376,0,1,Frozen Seashell,0,FROZEN,100.0,250,170,10.0,CHINA,weekend,0,< 50
54379,0,1,Frozen Seashell,0,FROZEN,150.0,150,100,50.0,JAPAN,weekend,1,< 50
54380,0,1,Frozen Seashell,0,FROZEN,320.0,300,200,100.0,CANADA,weekend,0,< 50
54410,0,1,Frozen Seashell,0,FROZEN,400.0,220,100,30.0,CHINA,weekend,0,< 50
54418,0,1,Frozen Seashell,0,FROZEN,1000.0,170,240,60.0,AUSTRALIA,weekend,0,301-400
54718,0,2,Frozen Seashell,0,FROZEN,500.0,200,300,80.0,VIET NAM,weekend,0,< 50
54719,0,1,Frozen Seashell,0,FROZEN,120.0,150,240,20.0,CHINA,weekend,0,< 50
54724,0,1,Frozen Seashell,0,FROZEN,120.0,50,100,10.0,CHINA,weekend,1,< 50
54725,0,1,Frozen Seashell,0,FROZEN,120.0,50,100,10.0,CHINA,weekend,1,< 50
54726,0,1,Frozen Seashell,0,FROZEN,120.0,20,15,5.0,CHINA,weekend,0,< 50
54727,0,1,Frozen Seashell,0,FROZEN,454.0,210,180,65.0,FRANCE,weekend,0,< 50
54743,0,1,Frozen Seashell,0,FROZEN,200.0,83,117,40.0,KOREA,weekend,1,101-200
54744,0,1,Frozen Seashell,0,FROZEN,1000.0,207,260,60.0,CHINA,weekend,0,301-400
54745,0,1,Frozen Seashell,0,FROZEN,500.0,100,100,100.0,JAPAN,weekend,0,101-200
54746,0,2,Frozen Seashell,0,FROZEN,620.0,100,100,100.0,NEW ZEALAND,weekend,0,301-400
54748,0,3,Frozen Seashell,0,FROZEN,240.0,100,250,250.0,HONG KONG,weekend,0,101-200
54752,0,1,Frozen Seashell,0,FROZEN,1000.0,65,220,165.0,JAPAN,weekend,0,301-400
54764,0,1,Frozen Seashell,0,FROZEN,568.0,60,160,123.0,JAPAN,weekend,0,101-200
54792,0,1,Frozen Seashell,0,FROZEN,520.0,60,160,120.0,JAPAN,weekend,0,101-200
54815,0,1,Frozen Seashell,0,FROZEN,200.0,290,200,20.0,CHINA,weekend,0,< 50
54859,0,1,Frozen Seashell,0,FROZEN,590.0,43,234,176.0,AUSTRALIA,weekend,0,201-300
54919,0,1,Frozen Seashell,0,FROZEN,220.0,200,140,30.0,NEW ZEALAND,weekend,0,< 50
54927,0,1,Other Frozen Seafood,0,FROZEN,180.0,195,160,20.0,JAPAN,weekend,0,< 50
54931,0,1,Other Frozen Seafood,0,FROZEN,500.0,160,145,40.0,JAPAN,weekend,0,101-200
54934,0,1,Other Frozen Seafood,0,FROZEN,140.0,120,200,20.0,VIET NAM,weekend,1,< 50
54935,0,1,Other Frozen Seafood,0,FROZEN,350.0,100,100,100.0,TAIWAN,weekend,0,< 50
54936,0,2,Other Frozen Seafood,0,FROZEN,250.0,100,100,100.0,INDONESIA,weekend,0,51-100
54939,0,1,Other Frozen Seafood,0,FROZEN,1000.0,210,120,25.0,CHINA,weekend,0,101-200
54941,0,1,Other Frozen Seafood,0,FROZEN,150.0,165,240,90.0,CHINA,weekend,0,51-100
54955,0,2,Other Frozen Seafood,0,FROZEN,340.0,250,200,30.0,KOREA,weekend,1,101-200
54956,0,1,Other Frozen Seafood,0,FROZEN,1000.0,150,60,20.0,JAPAN,weekend,0,101-200
54958,0,1,Other Frozen Seafood,0,FROZEN,275.0,180,80,30.0,JAPAN,weekend,0,101-200
54959,0,1,Other Frozen Seafood,0,FROZEN,180.0,120,180,30.0,JAPAN,weekend,0,101-200
54962,0,2,Other Frozen Seafood,0,FROZEN,250.0,40,200,220.0,VIET NAM,weekend,0,< 50
54988,0,1,Other Frozen Seafood,0,FROZEN,1000.0,50,290,170.0,CHINA,weekend,0,201-300
54990,0,1,Other Frozen Seafood,0,FROZEN,300.0,30,330,220.0,CHINA,weekend,0,101-200
54992,0,1,Other Frozen Seafood,0,FROZEN,10.0,100,100,100.0,CHINA,weekend,0,< 50
54993,0,2,Other Frozen Seafood,0,FROZEN,10.0,100,100,100.0,CHINA,weekend,0,< 50
54997,0,1,Other Frozen Seafood,0,FROZEN,600.0,250,200,50.0,JAPAN,weekend,0,51-100
54998,0,1,Other Frozen Seafood,0,FROZEN,226.0,257,175,30.0,BRAZIL,weekend,0,201-300
54999,0,1,Other Frozen Seafood,0,FROZEN,300.0,100,150,50.0,IRELAND,weekend,0,< 50
